,Company,Model,Body Type,Trim Level,Engine Name,Engine Fuel Type,Engine Transmission,Engine Power,Engine Efficiency,Engine Emission,Price 
4339,Toyota,Corolla,5 door Estate,Excel,2.0 Hybrid CVT,Petrol/Electric Hybrid,Automatic,196 bhp,52.3 mpg,,36850
4340,Toyota,Corolla,5 door Estate,Excel,2.0 Hybrid CVT Panoramic Roof,Petrol/Electric Hybrid,Automatic,196 bhp,52.3 mpg,,37810
4341,Toyota,GR Yaris,3 door Hatchback,Standard,1.6 AWD,Petrol,Manual,257 bhp,34.3 mpg,,32060
4342,Toyota,GR Yaris,3 door Hatchback,Standard,1.6 AWD Convenience Pack,Petrol,Manual,257 bhp,34.3 mpg,,34240
4343,Toyota,GR Yaris,3 door Hatchback,Standard,1.6 AWD Circuit Pack,Petrol,Manual,257 bhp,34.3 mpg,,35560
4344,Toyota,RAV4,5 door 4x4,Icon,2.5 VVT-i Hybrid CVT 2WD,Petrol/Electric Hybrid,Automatic,218 bhp,50.4 mpg,102 g/km,36050
4345,Toyota,RAV4,5 door 4x4,Design,2.5 VVT-i Hybrid CVT 2WD,Petrol/Electric Hybrid,Automatic,218 bhp,49.6 mpg,105 g/km,38850
4346,Toyota,RAV4,5 door 4x4,Design,2.5 VVT-i Hybrid CVT,Petrol/Electric Hybrid,Automatic,222 bhp,48.7 mpg,101 g/km,41225
4347,Toyota,RAV4,5 door 4x4,Excel,2.5 VVT-i Hybrid CVT 2WD,Petrol/Electric Hybrid,Automatic,218 bhp,49.6 mpg,105 g/km,41835
4348,Toyota,RAV4,5 door 4x4,Excel,2.5 VVT-i Hybrid CVT Pan Roof 2WD,Petrol/Electric Hybrid,Automatic,218 bhp,48.7 mpg,105 g/km,42695
4349,Toyota,RAV4,5 door 4x4,Excel,2.5 VVT-i Hybrid CVT,Petrol/Electric Hybrid,Automatic,222 bhp,50.4 mpg,103 g/km,44209
4350,Toyota,RAV4,5 door 4x4,Excel,2.5 VVT-i Hybrid CVT Pan Roof,Petrol/Electric Hybrid,Automatic,222 bhp,48.7 mpg,103 g/km,45069
4351,Toyota,RAV4,5 door 4x4,GR Sport,2.5 VVT-i Hybrid CVT,Petrol/Electric Hybrid,Automatic,222 bhp,N/A,,46230
4352,Toyota,RAV4,5 door 4x4,GR Sport,2.5 VVT-i Hybrid CVT Pan Roof,Petrol/Electric Hybrid,Automatic,222 bhp,N/A,,47090
4353,Toyota,BZ4X,5 door Hatchback,Pure,150kW 71.4kWh Auto 11kW,Electric,Automatic,204 bhp,N/A,0 g/km,46110
4354,Toyota,BZ4X,5 door Hatchback,Motion,150kW 71.4kWh Auto 11kW,Electric,Automatic,204 bhp,N/A,0 g/km,49910
4355,Toyota,BZ4X,5 door Hatchback,Motion,150kW 71.4kWh Auto 11kW Pan Roof,Electric,Automatic,204 bhp,N/A,0 g/km,50450
4356,Toyota,BZ4X,5 door Hatchback,Motion,160kW 71.4kWh Auto AWD 11kW,Electric,Automatic,218 bhp,N/A,0 g/km,52510
4357,Toyota,BZ4X,5 door Hatchback,Motion,160kW 71.4kWh Auto AWD 11kW Pan Rf,Electric,Automatic,218 bhp,N/A,0 g/km,53050
4358,Toyota,BZ4X,5 door Hatchback,Vision,150kW 71.4kWh Auto 11kW,Electric,Automatic,204 bhp,N/A,0 g/km,51810
4359,Toyota,BZ4X,5 door Hatchback,Vision,150kW 71.4kWh Auto 11kW Pan Roof,Electric,Automatic,204 bhp,N/A,0 g/km,52350
4360,Toyota,BZ4X,5 door Hatchback,Vision,160kW 71.4kWh Auto AWD 11kW,Electric,Automatic,218 bhp,N/A,0 g/km,54410
4361,Toyota,BZ4X,5 door Hatchback,Vision,160kW 71.4kWh Auto AWD 11kW Pan Rf,Electric,Automatic,218 bhp,N/A,0 g/km,54950
4362,Toyota,BZ4X,5 door Hatchback,Premiere Edition,160kW 71.4kWh Auto AWD 11kW,Electric,Automatic,218 bhp,N/A,0 g/km,55710
4363,Toyota,Land Cruiser,3 door 4x4,Active,2.8 D-4D 204 Auto 5 Seats,Diesel,Automatic,204 bhp,31 mpg,,47570
4364,Toyota,Land Cruiser,5 door 4x4,Active,2.8 D-4D 204 Auto 5 Seats,Diesel,Automatic,204 bhp,30.4 mpg,,48915
4365,Toyota,Land Cruiser,5 door 4x4,Active,2.8 D-4D 204 Auto 7 Seats,Diesel,Automatic,204 bhp,30.1 mpg,,49190
4366,Toyota,Land Cruiser,5 door 4x4,Invincible,2.8 D-4D 204 Auto 7 Seats,Diesel,Automatic,204 bhp,29.4 mpg,,64045
4367,Toyota,Land Cruiser,5 door 4x4,Invincible,2.8 D-4D 204 Auto 7 Seats Sunroof,Diesel,Automatic,204 bhp,29.4 mpg,,64915
4368,Toyota,GR Supra,3 door Coupe,Pro,2.0 Auto,Petrol,Automatic,254 bhp,38.7 mpg,,50455
4369,Toyota,GR Supra,3 door Coupe,Pro,3.0,Petrol,Manual,335 bhp,32.1 mpg,,56910
4370,Toyota,GR Supra,3 door Coupe,Pro,3.0 Auto,Petrol,Automatic,335 bhp,34.9 mpg,170 g/km,58435
4371,Toyota,GR Supra,3 door Coupe,Standard,3.0,Petrol,Manual,335 bhp,32.1 mpg,,54410
4372,Toyota,GR Supra,3 door Coupe,Pro Special Edition,3.0,Petrol,Manual,335 bhp,32.1 mpg,,56910
4373,Toyota,Mirai,4 door Saloon,Design,Hydrogen fuel cell Plus Pack CVT,Hydrogen Fuel Cell,Automatic,174 bhp,N/A,0 g/km,53995
4374,Toyota,Mirai,4 door Saloon,Design,Hydrogen fuel cell Premium Pack CVT,Hydrogen Fuel Cell,Automatic,174 bhp,N/A,0 g/km,64995
4375,Toyota,Highlander,5 door 4x4,Excel Premium,2.5 VVT-i Hybrid CVT,Petrol/Electric Hybrid,Automatic,248 bhp,39.8 mpg,,57890
4376,Vauxhall,Corsa,5 door Hatchback,Design,1.2,Petrol,Manual,75 bhp,N/A,,18055
4377,Vauxhall,Corsa,5 door Hatchback,Design,1.2 Turbo,Petrol,Manual,100 bhp,N/A,,18955
4378,Vauxhall,Corsa,5 door Hatchback,Design,1.2 Turbo Auto,Petrol,Automatic,100 bhp,48.7 mpg,,20685
4379,Vauxhall,Corsa,5 door Hatchback,GS,1.2,Petrol,Manual,75 bhp,N/A,,20205
4380,Vauxhall,Corsa,5 door Hatchback,GS,1.2 Turbo,Petrol,Manual,100 bhp,N/A,,21105
4381,Vauxhall,Corsa,5 door Hatchback,GS,1.2 Turbo Auto,Petrol,Automatic,130 bhp,N/A,,23805
4382,Vauxhall,Corsa,5 door Hatchback,GS,100kW 50kWh Auto 11kWCh,Electric,Automatic,136 bhp,N/A,0 g/km,31930
4383,Vauxhall,Corsa,5 door Hatchback,Ultimate,1.2 Turbo,Petrol,Manual,100 bhp,N/A,,24090
4384,Vauxhall,Corsa,5 door Hatchback,Ultimate,1.2 Turbo Auto,Petrol,Automatic,130 bhp,N/A,,26790
4385,Vauxhall,Corsa,5 door Hatchback,Ultimate,100kW 50kWh Auto 11kWCh,Electric,Automatic,136 bhp,N/A,0 g/km,34535
4386,Vauxhall,Corsa,5 door Hatchback,Anniversary Edition,100kW 50kWh Auto 11kWCh,Electric,Automatic,136 bhp,N/A,0 g/km,31800
4387,Vauxhall,Crossland,5 door Hatchback,Design,1.2 Turbo,Petrol,Manual,110 bhp,N/A,,20915
4388,Vauxhall,Crossland,5 door Hatchback,Design,1.2 Turbo 130 Auto,Petrol,Automatic,130 bhp,N/A,,22975
4389,Vauxhall,Crossland,5 door Hatchback,GS,1.2 Turbo,Petrol,Manual,110 bhp,N/A,,23340
4390,Vauxhall,Crossland,5 door Hatchback,GS,1.2 Turbo 130 Auto,Petrol,Automatic,130 bhp,N/A,,25440
4391,Vauxhall,Crossland,5 door Hatchback,Ultimate,1.2 Turbo,Petrol,Manual,110 bhp,N/A,,26205
4392,Vauxhall,Crossland,5 door Hatchback,Ultimate,1.2 Turbo 130 Auto,Petrol,Automatic,130 bhp,N/A,,28345
4393,Vauxhall,Combo Life,5 door MPV,Design,1.5 Turbo D 6 speed,Diesel,Manual,102 bhp,N/A,,21205
4394,Vauxhall,Combo Life,5 door MPV,Design,1.5 Turbo D 130 Auto,Diesel,Automatic,130 bhp,N/A,114 g/km,24175
4395,Vauxhall,Combo Life,5 door MPV,Design,100kW 50kWh Auto,Electric,Automatic,136 bhp,N/A,0 g/km,34085
4396,Vauxhall,Combo Life,5 door MPV,Design,100kW 50kWh Auto 11 KWCh,Electric,Automatic,136 bhp,N/A,0 g/km,34445
4397,Vauxhall,Combo Life,5 door MPV,Design XL,1.5 Turbo D 7 seat,Diesel,Manual,102 bhp,N/A,,22805
4398,Vauxhall,Combo Life,5 door MPV,Design XL,1.5 Turbo D 130 7 seat Auto,Diesel,Automatic,130 bhp,N/A,,25475
4399,Vauxhall,Combo Life,5 door MPV,Design XL,100kW 50kWh Auto 7 Seat,Electric,Automatic,136 bhp,N/A,0 g/km,34685
4400,Vauxhall,Combo Life,5 door MPV,Design XL,100kW 50kWh Auto 7 Seat 11 KWCh,Electric,Automatic,136 bhp,N/A,0 g/km,35045
4401,Vauxhall,Combo Life,5 door MPV,Ultimate,100kW 50kWh Auto,Electric,Automatic,136 bhp,N/A,0 g/km,35945
4402,Vauxhall,Combo Life,5 door MPV,Ultimate,100kW 50kWh Auto 11 KWCh,Electric,Automatic,136 bhp,N/A,0 g/km,36305
4403,Vauxhall,Combo Life,5 door MPV,Ultimate XL,100kW 50kWh Auto 7 Seat,Electric,Automatic,136 bhp,N/A,0 g/km,36545
4404,Vauxhall,Combo Life,5 door MPV,Ultimate XL,100kW 50kWh Auto 7 Seat 11KWCh,Electric,Automatic,136 bhp,N/A,0 g/km,36905
4405,Vauxhall,Mokka,5 door Hatchback,Design,1.2 Turbo 100,Petrol,Manual,100 bhp,N/A,,23480
4406,Vauxhall,Mokka,5 door Hatchback,Design,1.2 Turbo Auto,Petrol,Automatic,130 bhp,N/A,,26090
4407,Vauxhall,Mokka,5 door Hatchback,Design,1.2 Turbo 136,Petrol,Manual,136 bhp,51.4 mpg,,24680
4408,Vauxhall,Mokka,5 door Hatchback,GS,1.2 Turbo 100,Petrol,Manual,100 bhp,N/A,,25855
4409,Vauxhall,Mokka,5 door Hatchback,GS,1.2 Turbo Auto,Petrol,Automatic,130 bhp,N/A,,28695
4410,Vauxhall,Mokka,5 door Hatchback,GS,1.2 Turbo 136,Petrol,Manual,136 bhp,51.4 mpg,,27055
4411,Vauxhall,Mokka,5 door Hatchback,GS,100kW 50kWh Auto,Electric,Automatic,136 bhp,N/A,0 g/km,36335
4412,Vauxhall,Mokka,5 door Hatchback,Ultimate,1.2 Turbo Auto,Petrol,Automatic,130 bhp,N/A,,31915
4413,Vauxhall,Mokka,5 door Hatchback,Ultimate,1.2 Turbo 136,Petrol,Manual,136 bhp,51.4 mpg,,30275
4414,Vauxhall,Mokka,5 door Hatchback,Ultimate,100kW 50kWh Auto,Electric,Automatic,136 bhp,N/A,0 g/km,38645
4415,Vauxhall,Astra,5 door Hatchback,Design,1.2 Turbo,Petrol,Manual,110 bhp,52.3 mpg,,25280
4416,Vauxhall,Astra,5 door Hatchback,Design,1.2 Turbo 130,Petrol,Manual,130 bhp,52.3 mpg,,25880
4417,Vauxhall,Astra,5 door Hatchback,Design,1.2 Turbo 130 Auto,Petrol,Automatic,130 bhp,50.4 mpg,,27380
4418,Vauxhall,Astra,5 door Hatchback,Design,1.5 Turbo D Auto,Diesel,Automatic,130 bhp,58.9 mpg,,28380
4419,Vauxhall,Astra,5 door Hatchback,GS,1.2 Turbo 130,Petrol,Manual,130 bhp,52.3 mpg,,28175
4420,Vauxhall,Astra,5 door Hatchback,GS,1.2 Turbo 130 Auto,Petrol,Automatic,130 bhp,50.4 mpg,,29675
4421,Vauxhall,Astra,5 door Hatchback,GS,1.6 Hybrid Auto,Petrol/PlugIn Elec Hybrid,Automatic,181 bhp,N/A,,40175
4422,Vauxhall,Astra,5 door Hatchback,GS,1.5 Turbo D Auto,Diesel,Automatic,130 bhp,57.6 mpg,,30675
4423,Vauxhall,Astra,5 door Hatchback,Ultimate,1.2 Turbo 130,Petrol,Manual,130 bhp,52.3 mpg,,31290
4424,Vauxhall,Astra,5 door Hatchback,Ultimate,1.2 Turbo 130 Auto,Petrol,Automatic,130 bhp,48.7 mpg,,32830
4425,Vauxhall,Astra,5 door Hatchback,Ultimate,1.6 Hybrid Auto,Petrol/PlugIn Elec Hybrid,Automatic,180 bhp,N/A,,40400
4426,Vauxhall,Astra,5 door Hatchback,Ultimate,1.5 Turbo D Auto,Diesel,Automatic,130 bhp,56.5 mpg,,33830
4427,Vauxhall,Astra,5 door Estate,Design,1.2 Turbo,Petrol,Manual,110 bhp,50.4 mpg,,26480
4428,Vauxhall,Astra,5 door Estate,Design,1.2 Turbo 130,Petrol,Manual,130 bhp,50.4 mpg,,27080
4429,Vauxhall,Astra,5 door Estate,Design,1.2 Turbo 130 Auto,Petrol,Automatic,130 bhp,49.6 mpg,,28580
4430,Vauxhall,Astra,5 door Estate,Design,1.5 Turbo D Auto,Diesel,Automatic,130 bhp,57.6 mpg,,29580
4431,Vauxhall,Astra,5 door Estate,GS,1.2 Turbo 130,Petrol,Manual,130 bhp,49.6 mpg,,29375
4432,Vauxhall,Astra,5 door Estate,GS,1.2 Turbo 130 Auto,Petrol,Automatic,130 bhp,48.7 mpg,,30875
4433,Vauxhall,Astra,5 door Estate,GS,1.6 Hybrid Auto,Petrol/PlugIn Elec Hybrid,Automatic,180 bhp,N/A,,41375
4434,Vauxhall,Astra,5 door Estate,GS,1.5 Turbo D Auto,Diesel,Automatic,130 bhp,56.5 mpg,,31915
4435,Vauxhall,Grandland,5 door Hatchback,Design,1.2 Turbo,Petrol,Manual,130 bhp,N/A,,27635
4436,Vauxhall,Grandland,5 door Hatchback,Design,1.2 Turbo Auto,Petrol,Automatic,130 bhp,N/A,,29135
4437,Vauxhall,Grandland,5 door Hatchback,Design,1.6 Hybrid 300 4X4 Auto,Petrol/PlugIn Elec Hybrid,Automatic,300 bhp,N/A,,41545
4438,Vauxhall,Grandland,5 door Hatchback,Design,1.5 Turbo D Auto,Diesel,Automatic,130 bhp,N/A,,30135
4439,Vauxhall,Grandland,5 door Hatchback,GS,1.2 Turbo,Petrol,Manual,130 bhp,N/A,,29895
4440,Vauxhall,Grandland,5 door Hatchback,GS,1.2 Turbo Auto,Petrol,Automatic,130 bhp,N/A,,31395
4441,Vauxhall,Grandland,5 door Hatchback,GS,1.6 Hybrid Auto,Petrol/PlugIn Elec Hybrid,Automatic,225 bhp,N/A,,38805
4442,Vauxhall,Grandland,5 door Hatchback,GS,1.6 Hybrid Auto 6.6 kWCh,Petrol/PlugIn Elec Hybrid,Automatic,225 bhp,N/A,,39305
4443,Vauxhall,Grandland,5 door Hatchback,GS,1.5 Turbo D Auto,Diesel,Automatic,130 bhp,N/A,,32395
4444,Vauxhall,Grandland,5 door Hatchback,Ultimate,1.2 Turbo,Petrol,Manual,130 bhp,N/A,,33395
4445,Vauxhall,Grandland,5 door Hatchback,Ultimate,1.2 Turbo Auto,Petrol,Automatic,130 bhp,44.1 mpg,,35045
4446,Vauxhall,Grandland,5 door Hatchback,Ultimate,1.6 Hybrid Auto,Petrol/PlugIn Elec Hybrid,Automatic,225 bhp,N/A,,42360
4447,Vauxhall,Grandland,5 door Hatchback,Ultimate,1.6 Hybrid Auto 6.6 kWCh,Petrol/PlugIn Elec Hybrid,Automatic,225 bhp,N/A,,42860
4448,Vauxhall,Grandland,5 door Hatchback,Ultimate,1.5 Turbo D Auto,Diesel,Automatic,130 bhp,N/A,,36045
4449,Vauxhall,Grandland,5 door Hatchback,GS Line,1.6 Hybrid 300 4X4 Auto,Petrol/PlugIn Elec Hybrid,Automatic,300 bhp,N/A,,43805
4450,Vauxhall,Grandland,5 door Hatchback,GS Line,1.6 Hybrid 300 4X4 Auto 6.6 KWCh,Petrol/PlugIn Elec Hybrid,Automatic,300 bhp,N/A,,44305
4451,Vauxhall,Vivaro Life,5 door MPV,Combi,100kW M 50kWh Auto,Electric,Automatic,136 bhp,N/A,0 g/km,36995
4452,Vauxhall,Vivaro Life,5 door MPV,Combi,100kW M 50kWh 11kWCh Auto,Electric,Automatic,136 bhp,N/A,0 g/km,37355
4453,Vauxhall,Vivaro Life,5 door MPV,Combi,100kW M 50kWh Auto 8 Seat,Electric,Automatic,136 bhp,N/A,0 g/km,36995
4454,Vauxhall,Vivaro Life,5 door MPV,Combi,100kW M 50kWh 11kWCh Auto 8 Seat,Electric,Automatic,136 bhp,N/A,0 g/km,37355
4455,Vauxhall,Vivaro Life,5 door MPV,Combi,100kW M 50kWh Auto 6 Seat,Electric,Automatic,136 bhp,N/A,0 g/km,36275
4456,Vauxhall,Vivaro Life,5 door MPV,Combi,100kW M 50kWh 11kWCh Auto 6 Seat,Electric,Automatic,136 bhp,N/A,0 g/km,36635
4457,Vauxhall,Vivaro Life,5 door MPV,Combi,100kW M 50kWh Auto 5 Seat,Electric,Automatic,136 bhp,N/A,0 g/km,36275
4458,Vauxhall,Vivaro Life,5 door MPV,Combi,100kW M 50kWh 11kWCh Auto 5 Seat,Electric,Automatic,136 bhp,N/A,0 g/km,36635
4459,Vauxhall,Vivaro Life,5 door MPV,Combi,100kW L 50kWh Auto,Electric,Automatic,136 bhp,N/A,0 g/km,37835
4460,Vauxhall,Vivaro Life,5 door MPV,Combi,100kW L 50kWh Auto 11kWCh,Electric,Automatic,136 bhp,N/A,0 g/km,38195
4461,Vauxhall,Vivaro Life,5 door MPV,Combi,100kW L 50kWh Auto 8 Seat,Electric,Automatic,136 bhp,N/A,0 g/km,37835
4462,Vauxhall,Vivaro Life,5 door MPV,Combi,100kW L 50kWh Auto 11kWCh 8 Seat,Electric,Automatic,136 bhp,N/A,0 g/km,38195
4463,Vauxhall,Vivaro Life,5 door MPV,Combi,100kW L 50kWh Auto 6 Seat,Electric,Automatic,136 bhp,N/A,0 g/km,37115
4464,Vauxhall,Vivaro Life,5 door MPV,Combi,100kW L 50kWh Auto 11kWCh 6 Seat,Electric,Automatic,136 bhp,N/A,0 g/km,37475
4465,Vauxhall,Vivaro Life,5 door MPV,Combi,100kW L 50kWh Auto 5 Seat,Electric,Automatic,136 bhp,N/A,0 g/km,37115
4466,Vauxhall,Vivaro Life,5 door MPV,Combi,100kW L 50kWh Auto 11kWCh 5 Seat,Electric,Automatic,136 bhp,N/A,0 g/km,37475
4467,Vauxhall,Vivaro Life,5 door MPV,Design,100kW M 50kWh Auto,Electric,Automatic,136 bhp,N/A,0 g/km,42735
4468,Vauxhall,Vivaro Life,5 door MPV,Design,100kW M 50kWh Auto 11kWCh,Electric,Automatic,136 bhp,N/A,0 g/km,43095
4469,Vauxhall,Vivaro Life,5 door MPV,Design,100kW L 50kWh Auto,Electric,Automatic,136 bhp,N/A,0 g/km,43575
4470,Vauxhall,Vivaro Life,5 door MPV,Design,100kW L 50kWh Auto 11kWCh,Electric,Automatic,136 bhp,N/A,0 g/km,43935
4471,Vauxhall,Vivaro Life,5 door MPV,Ultimate,100kW M 50kWh Auto,Electric,Automatic,136 bhp,N/A,0 g/km,48645
4472,Vauxhall,Vivaro Life,5 door MPV,Ultimate,100kW M 50kWh Auto 11kWCh,Electric,Automatic,136 bhp,N/A,0 g/km,49005
4473,Vauxhall,Vivaro Life,5 door MPV,Ultimate,100kW M 50kWh Auto 7 Seat,Electric,Automatic,136 bhp,N/A,0 g/km,49125
4474,Vauxhall,Vivaro Life,5 door MPV,Ultimate,100kW M 50kWh Auto 11kWCh 7 Seat,Electric,Automatic,136 bhp,N/A,0 g/km,49485
4475,Vauxhall,Vivaro Life,5 door MPV,Ultimate,100kW M 50kWh Auto 6 Seat,Electric,Automatic,136 bhp,N/A,0 g/km,49675
4476,Vauxhall,Vivaro Life,5 door MPV,Ultimate,100kW M 50kWh Auto 11kWCh 6 Seat,Electric,Automatic,136 bhp,N/A,0 g/km,50035
4477,Vauxhall,Vivaro Life,5 door MPV,Ultimate,100kW L 50kWh Auto,Electric,Automatic,136 bhp,N/A,0 g/km,49485
4478,Vauxhall,Vivaro Life,5 door MPV,Ultimate,100kW L 50kWh Auto 11kWCh,Electric,Automatic,136 bhp,N/A,0 g/km,49845
4479,Vauxhall,Vivaro Life,5 door MPV,Ultimate,100kW L 50kWh Auto 7 Seat,Electric,Automatic,136 bhp,N/A,0 g/km,49965
4480,Vauxhall,Vivaro Life,5 door MPV,Ultimate,100kW L 50kWh Auto 11kWCh 7 Seat,Electric,Automatic,136 bhp,N/A,0 g/km,50325
4481,Vauxhall,Vivaro Life,5 door MPV,Ultimate,100kW L 50kWh Auto 6 Seat,Electric,Automatic,136 bhp,N/A,0 g/km,50515
4482,Vauxhall,Vivaro Life,5 door MPV,Ultimate,100kW L 50kWh Auto 11kWCh 6 Seat,Electric,Automatic,136 bhp,N/A,0 g/km,50875
4483,Volkswagen,up,3 door Hatchback,Up,1.0 65PS,Petrol,Manual,65 bhp,55.4 mpg,98 g/km,14200
4484,Volkswagen,up,3 door Hatchback,Up GTi,1.0 115PS,Petrol,Manual,115 bhp,51.4 mpg,112 g/km,17940
4485,Volkswagen,up,5 door Hatchback,Up,1.0 65PS,Petrol,Manual,65 bhp,55.4 mpg,98 g/km,14610
4486,Volkswagen,up,5 door Hatchback,Black Edition,1.0 65PS,Petrol,Manual,65 bhp,54.3 mpg,99 g/km,14895
4487,Volkswagen,up,5 door Hatchback,Beats,1.0 65PS,Petrol,Manual,65 bhp,55.4 mpg,98 g/km,15305
4488,Volkswagen,up,5 door Hatchback,R-Line,1.0 65PS,Petrol,Manual,65 bhp,54.3 mpg,99 g/km,16165
4489,Volkswagen,up,5 door Hatchback,Up GTi,1.0 115PS,Petrol,Manual,115 bhp,51.4 mpg,112 g/km,18350
4490,Volkswagen,Polo,5 door Hatchback,Life,1.0,Petrol,Manual,80 bhp,N/A,,19495
4491,Volkswagen,Polo,5 door Hatchback,Life,1.0 TSI,Petrol,Manual,95 bhp,N/A,,20435
4492,Volkswagen,Polo,5 door Hatchback,Life,1.0 TSI DSG,Petrol,Automatic,95 bhp,N/A,,21870
4493,Volkswagen,Polo,5 door Hatchback,Style,1.0 TSI,Petrol,Manual,95 bhp,N/A,,22570
4494,Volkswagen,Polo,5 door Hatchback,R-Line,1.0 TSI,Petrol,Manual,95 bhp,N/A,,22570
4495,Volkswagen,Polo,5 door Hatchback,R-Line,1.0 TSI DSG,Petrol,Automatic,95 bhp,N/A,,24005
4496,Volkswagen,Polo,5 door Hatchback,R-Line,1.0 TSI 110 DSG,Petrol,Automatic,110 bhp,N/A,,25140
4497,Volkswagen,Polo,5 door Hatchback,GTI,2.0 TSI DSG,Petrol,Automatic,207 bhp,N/A,,28510
4498,Volkswagen,T-Cross,5 door Estate,SE,1.0 TSI,Petrol,Manual,95 bhp,49.6 mpg,116 g/km,22525
4499,Volkswagen,T-Cross,5 door Estate,SE,1.0 TSI 110,Petrol,Manual,110 bhp,49.6 mpg,,23300
4500,Volkswagen,T-Cross,5 door Estate,SE,1.0 TSI 110 DSG,Petrol,Automatic,110 bhp,45.6 mpg,,24865
4501,Volkswagen,T-Cross,5 door Estate,SE Edition,1.0 TSI 110,Petrol,Manual,110 bhp,48.7 mpg,,22600
4502,Volkswagen,T-Cross,5 door Estate,SE Edition,1.0 TSI 110 DSG,Petrol,Automatic,110 bhp,45.6 mpg,,24125
4503,Volkswagen,T-Cross,5 door Estate,Black Edition,1.0 TSI,Petrol,Manual,95 bhp,49.6 mpg,,23075
4504,Volkswagen,T-Cross,5 door Estate,Black Edition,1.0 TSI 110,Petrol,Manual,110 bhp,49.6 mpg,,23850
4505,Volkswagen,T-Cross,5 door Estate,Black Edition,1.0 TSI 110 DSG,Petrol,Automatic,110 bhp,45.6 mpg,,25415
4506,Volkswagen,T-Cross,5 door Estate,SEL,1.0 TSI 110,Petrol,Manual,110 bhp,48.7 mpg,,25745
4507,Volkswagen,T-Cross,5 door Estate,SEL,1.5 TSI EVO DSG,Petrol,Automatic,150 bhp,47.9 mpg,118 g/km,28645
4508,Volkswagen,T-Cross,5 door Estate,R-Line,1.0 TSI 110,Petrol,Manual,110 bhp,47.9 mpg,,27715
4509,Volkswagen,T-Cross,5 door Estate,R-Line,1.0 TSI 110 DSG,Petrol,Automatic,110 bhp,44.1 mpg,,29240
4510,Volkswagen,T-Cross,5 door Estate,R-Line,1.5 TSI EVO DSG,Petrol,Automatic,150 bhp,47.1 mpg,119 g/km,30615
4511,Volkswagen,Taigo,5 door Hatchback,Life,1.0 TSI,Petrol,Manual,95 bhp,N/A,,23530
4512,Volkswagen,Taigo,5 door Hatchback,Life,1.0 TSI 110,Petrol,Manual,110 bhp,N/A,,24340
4513,Volkswagen,Taigo,5 door Hatchback,Life,1.0 TSI 110 DSG,Petrol,Automatic,110 bhp,N/A,,25930
4514,Volkswagen,Taigo,5 door Hatchback,Style,1.0 TSI 110,Petrol,Manual,110 bhp,N/A,,27090
4515,Volkswagen,Taigo,5 door Hatchback,Style,1.0 TSI 110 DSG,Petrol,Automatic,110 bhp,N/A,,28680
4516,Volkswagen,Taigo,5 door Hatchback,Style,1.5 TSI 150 DSG,Petrol,Automatic,150 bhp,N/A,,30080
4517,Volkswagen,Taigo,5 door Hatchback,R-Line,1.0 TSI 110,Petrol,Manual,110 bhp,N/A,,27990
4518,Volkswagen,Taigo,5 door Hatchback,R-Line,1.0 TSI 110 DSG,Petrol,Automatic,110 bhp,N/A,,29580
4519,Volkswagen,Taigo,5 door Hatchback,R-Line,1.5 TSI 150 DSG,Petrol,Automatic,150 bhp,N/A,,30980
4520,Volkswagen,Golf,5 door Hatchback,Life,1.0 TSI,Petrol,Manual,110 bhp,52.3 mpg,105 g/km,25755
4521,Volkswagen,Golf,5 door Hatchback,Life,1.0 eTSI DSG,Petrol,Automatic,110 bhp,54.3 mpg,98 g/km,27685
4522,Volkswagen,Golf,5 door Hatchback,Life,1.5 TSI,Petrol,Manual,130 bhp,52.3 mpg,116 g/km,26365
4523,Volkswagen,Golf,5 door Hatchback,Life,1.5 TSI 150,Petrol,Manual,150 bhp,50.4 mpg,117 g/km,26975
4524,Volkswagen,Golf,5 door Hatchback,Life,1.5 eTSI 150 DSG,Petrol,Automatic,150 bhp,51.4 mpg,107 g/km,28905
4525,Volkswagen,Golf,5 door Hatchback,Life,2.0 TDI,Diesel,Manual,115 bhp,67.3 mpg,99 g/km,27360
4526,Volkswagen,Golf,5 door Hatchback,Life,2.0 TDI DSG,Diesel,Automatic,115 bhp,62.8 mpg,102 g/km,28900
4527,Volkswagen,Golf,5 door Hatchback,Style Edition,1.5 TSI,Petrol,Manual,130 bhp,51.4 mpg,117 g/km,27815
4528,Volkswagen,Golf,5 door Hatchback,Style Edition,1.5 TSI 150,Petrol,Manual,150 bhp,49.6 mpg,119 g/km,28425
4529,Volkswagen,Golf,5 door Hatchback,Style Edition,1.5 eTSI 150 DSG,Petrol,Automatic,150 bhp,49.6 mpg,109 g/km,30355
4530,Volkswagen,Golf,5 door Hatchback,Style,1.4 TSI eHybrid DSG,Petrol/PlugIn Elec Hybrid,Automatic,204 bhp,N/A,28 g/km,35775
4531,Volkswagen,Golf,5 door Hatchback,Style,1.5 TSI,Petrol,Manual,130 bhp,51.4 mpg,117 g/km,28215
4532,Volkswagen,Golf,5 door Hatchback,Style,1.5 eTSI DSG,Petrol,Automatic,130 bhp,50.4 mpg,109 g/km,30145
4533,Volkswagen,Golf,5 door Hatchback,Style,1.5 TSI 150,Petrol,Manual,150 bhp,49.6 mpg,119 g/km,28825
4534,Volkswagen,Golf,5 door Hatchback,Style,1.5 eTSI 150 DSG,Petrol,Automatic,150 bhp,49.6 mpg,109 g/km,30755
